Class 0,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7,Class 8,Class 9
0.9959183673469387,0.9894273127753304,0.9941860465116279,0.997029702970297,0.9938900203665988,0.9865470852017937,0.9906054279749478,0.9785992217898832,0.9948665297741273,0.9682854311199207
