Class 0,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7,Class 8,Class 9
0.9908163265306122,0.9964757709251101,0.9844961240310077,0.999009900990099,0.9918533604887984,0.9652466367713004,0.9832985386221295,0.9961089494163424,0.9342915811088296,0.9593657086223984
